transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha
1117,737,2025-01-21,177,cartão,sem_campanha
1118,546,2025-01-22,152,cartão,ano_novo
1119,236,2025-01-23,167,cartão,dia_maes
1120,463,2025-01-24,122,boleto,dia_maes
1121,228,2025-01-25,134,boleto,dia_pais
1122,700,2025-01-26,102,cartão,volta_as_aulas
1123,825,2025-01-27,227,cartão,black_friday
1124,483,2025-01-28,178,cartão,sem_campanha
1125,430,2025-01-29,248,cartão,natal
1126,22,2025-01-30,264,cartão,volta_as_aulas
1127,343,2025-01-31,79,cartão,dia_pais
1128,40,2025-02-01,199,cartão,ano_novo
1129,173,2025-02-02,82,pix,sem_campanha
1130,439,2025-02-03,158,cartão,sem_campanha
1131,179,2025-02-04,165,boleto,black_friday
1132,598,2025-02-05,85,cartão,dia_pais
1133,133,2025-02-06,113,cartão,sem_campanha
1134,351,2025-02-07,168,cartão,dia_pais
1135,525,2025-02-08,158,cartão,sem_campanha
1136,540,2025-02-09,99,cartão,sem_campanha
1137,506,2025-02-10,115,cartão,sem_campanha
1138,84,2025-02-11,75,cartão,natal
1139,993,2025-02-12,89,cartão,sem_campanha
1140,464,2025-02-13,131,boleto,sem_campanha
1141,830,2025-02-14,199,cartão,sem_campanha
1142,861,2025-02-15,205,cartão,volta_as_aulas
1143,343,2025-02-16,241,cartão,sem_campanha
1144,280,2025-02-17,171,pix,sem_campanha
1145,866,2025-02-18,159,cartão,sem_campanha
1146,263,2025-02-19,174,cartão,volta_as_aulas
1147,166,2025-02-20,174,cartão,sem_campanha
1148,293,2025-02-21,69,cartão,sem_campanha
1149,509,2025-02-22,244,cartão,natal
1150,580,2025-02-23,53,cartão,ano_novo
1151,226,2025-02-24,207,cartão,sem_campanha
1152,170,2025-02-25,152,cartão,sem_campanha
1153,598,2025-02-26,95,cartão,sem_campanha
1154,645,2025-02-27,176,cartão,natal
1155,448,2025-02-28,144,cartão,volta_as_aulas
1156,690,2025-03-01,115,cartão,volta_as_aulas
1157,855,2025-03-02,80,boleto,sem_campanha
1158,502,2025-03-03,76,cartão,black_friday
1159,764,2025-03-04,119,cartão,sem_campanha
1160,527,2025-03-05,130,cartão,sem_campanha
1161,735,2025-03-06,89,cartão,sem_campanha
1162,379,2025-03-07,151,cartão,volta_as_aulas
1163,201,2025-03-08,96,boleto,sem_campanha
1164,619,2025-03-09,168,cartão,sem_campanha
1165,250,2025-03-10,211,cartão,sem_campanha
1166,949,2025-03-11,164,boleto,black_friday
1167,409,2025-03-12,145,cartão,natal
1168,601,2025-03-13,123,boleto,sem_campanha
1169,125,2025-03-14,222,cartão,dia_pais
1170,113,2025-03-15,140,cartão,sem_campanha
1171,981,2025-03-16,274,cartão,sem_campanha
1172,137,2025-03-17,90,cartão,sem_campanha
1173,759,2025-03-18,164,boleto,volta_as_aulas
1174,496,2025-03-19,220,boleto,sem_campanha
1175,678,2025-03-20,115,cartão,black_friday
1176,150,2025-03-21,138,boleto,volta_as_aulas
1177,875,2025-03-22,181,cartão,natal
1178,343,2025-03-23,169,pix,sem_campanha
1179,945,2025-03-24,177,pix,sem_campanha
1180,580,2025-03-25,208,cartão,dia_maes
1181,733,2025-03-26,132,cartão,dia_pais
1182,783,2025-03-27,221,boleto,sem_campanha
1183,321,2025-03-28,63,cartão,sem_campanha
1184,822,2025-03-29,203,boleto,sem_campanha
1185,926,2025-03-30,207,cartão,sem_campanha
1186,861,2025-03-31,111,cartão,sem_campanha
1187,532,2025-04-01,77,cartão,volta_as_aulas
1188,289,2025-04-02,138,cartão,dia_pais
1189,489,2025-04-03,170,cartão,ano_novo
1190,492,2025-04-04,133,cartão,sem_campanha
1191,612,2025-04-05,175,cartão,volta_as_aulas
1192,252,2025-04-06,246,boleto,sem_campanha
1193,982,2025-04-07,81,cartão,black_friday
1194,77,2025-04-08,52,boleto,sem_campanha
1195,647,2025-04-09,146,cartão,sem_campanha
1196,392,2025-04-10,115,cartão,dia_pais
1197,412,2025-04-11,125,pix,dia_pais
1198,173,2025-04-12,213,cartão,natal
1199,875,2025-04-13,143,pix,sem_campanha
1200,201,2025-04-14,148,cartão,sem_campanha
1201,217,2025-04-15,128,cartão,sem_campanha
1202,376,2025-04-16,148,boleto,natal
1203,720,2025-04-17,163,cartão,dia_maes
1204,586,2025-04-18,289,cartão,volta_as_aulas
1205,11,2025-04-19,163,cartão,dia_maes
1206,799,2025-04-20,208,boleto,volta_as_aulas
1207,768,2025-04-21,159,boleto,dia_maes
1208,12,2025-04-22,48,cartão,dia_pais
1209,892,2025-04-23,121,pix,sem_campanha
1210,991,2025-04-24,163,boleto,sem_campanha
1211,590,2025-04-25,186,pix,dia_pais
1212,435,2025-04-26,160,cartão,sem_campanha
1213,684,2025-04-27,196,cartão,natal
1214,608,2025-04-28,77,boleto,ano_novo
1215,818,2025-04-29,152,cartão,sem_campanha
1216,373,2025-04-30,216,pix,black_friday
1217,273,2025-05-01,101,cartão,dia_maes
1218,931,2025-05-02,206,cartão,natal
1219,897,2025-05-03,203,pix,ano_novo
1220,925,2025-05-04,88,pix,sem_campanha
1221,691,2025-05-05,166,cartão,black_friday
1222,576,2025-05-06,157,cartão,black_friday
1223,509,2025-05-07,141,boleto,sem_campanha
1224,132,2025-05-08,73,pix,volta_as_aulas
1225,855,2025-05-09,136,cartão,volta_as_aulas
1226,924,2025-05-10,142,cartão,sem_campanha
1227,784,2025-05-11,65,boleto,dia_pais
1228,319,2025-05-12,84,cartão,sem_campanha
1229,844,2025-05-13,103,pix,sem_campanha
1230,949,2025-05-14,97,cartão,dia_maes
1231,853,2025-05-15,166,cartão,ano_novo
1232,621,2025-05-16,195,cartão,ano_novo
1233,785,2025-05-17,134,cartão,sem_campanha
1234,168,2025-05-18,188,boleto,dia_pais
1235,397,2025-05-19,197,pix,sem_campanha
1236,180,2025-05-20,145,cartão,sem_campanha
1237,58,2025-05-21,170,boleto,sem_campanha
1238,480,2025-05-22,138,cartão,sem_campanha
1239,933,2025-05-23,93,boleto,sem_campanha
1240,591,2025-05-24,112,cartão,sem_campanha
1241,460,2025-05-25,166,cartão,natal
1242,61,2025-05-26,143,cartão,sem_campanha
1243,369,2025-05-27,186,cartão,sem_campanha
1244,121,2025-05-28,55,pix,volta_as_aulas
1245,719,2025-05-29,67,cartão,black_friday
1246,546,2025-05-30,73,cartão,sem_campanha
1247,582,2025-05-31,158,cartão,black_friday
1248,17,2025-06-01,81,cartão,dia_pais
1249,496,2025-06-02,166,cartão,dia_pais
1250,497,2025-06-03,187,cartão,sem_campanha
1251,505,2025-06-04,225,cartão,dia_maes
1252,532,2025-06-05,220,pix,sem_campanha
1253,969,2025-06-06,115,cartão,black_friday
1254,315,2025-06-07,66,cartão,ano_novo
1255,69,2025-06-08,118,boleto,ano_novo
1256,727,2025-06-09,198,boleto,sem_campanha
1257,161,2025-06-10,130,boleto,sem_campanha
1258,614,2025-06-11,148,cartão,sem_campanha
1259,888,2025-06-12,122,cartão,sem_campanha
1260,718,2025-06-13,229,pix,volta_as_aulas
1261,145,2025-06-14,99,cartão,sem_campanha
1262,569,2025-06-15,153,cartão,volta_as_aulas
1263,595,2025-06-16,205,cartão,black_friday
1264,993,2025-06-17,242,cartão,sem_campanha
1265,385,2025-06-18,115,boleto,sem_campanha
1266,269,2025-06-19,198,cartão,dia_pais
1267,923,2025-06-20,118,boleto,sem_campanha
1268,454,2025-06-21,218,cartão,sem_campanha
1269,699,2025-06-22,236,pix,volta_as_aulas
1270,518,2025-06-23,105,cartão,dia_pais
1271,865,2025-06-24,182,cartão,sem_campanha
1272,350,2025-06-25,205,cartão,sem_campanha
1273,110,2025-06-26,135,boleto,dia_pais
1274,483,2025-06-27,177,boleto,sem_campanha
1275,407,2025-06-28,180,cartão,ano_novo
1276,650,2025-06-29,250,cartão,ano_novo
1277,51,2025-06-30,51,boleto,sem_campanha
1278,403,2025-07-01,147,boleto,ano_novo
1279,563,2025-07-02,87,cartão,sem_campanha
1280,476,2025-07-03,150,boleto,sem_campanha
1281,87,2025-07-04,110,cartão,sem_campanha
1282,68,2025-07-05,137,cartão,sem_campanha
1283,596,2025-07-06,106,cartão,sem_campanha
1284,979,2025-07-07,157,pix,sem_campanha
1285,42,2025-07-08,203,cartão,dia_maes
1286,731,2025-07-09,131,cartão,sem_campanha
1287,57,2025-07-10,221,pix,black_friday
1288,738,2025-07-11,202,cartão,dia_pais
1289,196,2025-07-12,251,boleto,sem_campanha
1290,760,2025-07-13,170,boleto,ano_novo
1291,678,2025-07-14,146,pix,ano_novo
1292,62,2025-07-15,70,cartão,sem_campanha
1293,263,2025-07-16,110,cartão,natal
1294,112,2025-07-17,139,pix,sem_campanha
1295,765,2025-07-18,145,cartão,volta_as_aulas
1296,711,2025-07-19,267,cartão,sem_campanha
1297,178,2025-07-20,139,boleto,dia_pais
1298,948,2025-07-21,61,cartão,sem_campanha
1299,26,2025-07-22,183,pix,volta_as_aulas
1300,410,2025-07-23,180,cartão,sem_campanha
1301,758,2025-07-24,127,cartão,natal
1302,531,2025-07-25,256,cartão,volta_as_aulas
1303,777,2025-07-26,55,cartão,black_friday
1304,317,2025-07-27,212,cartão,ano_novo
1305,532,2025-07-28,135,boleto,sem_campanha
1306,106,2025-07-29,102,cartão,black_friday
1307,749,2025-07-30,270,cartão,sem_campanha
1308,818,2025-07-31,186,pix,sem_campanha
1309,464,2025-08-01,135,cartão,dia_maes
1310,246,2025-08-02,134,cartão,dia_maes
1311,81,2025-08-03,163,pix,dia_maes
1312,662,2025-08-04,126,cartão,dia_maes
1313,909,2025-08-05,214,pix,natal
1314,396,2025-08-06,154,boleto,dia_pais
1315,522,2025-08-07,200,boleto,dia_pais
1316,833,2025-08-08,160,boleto,sem_campanha
1317,736,2025-08-09,193,cartão,sem_campanha
1318,926,2025-08-10,217,boleto,sem_campanha
1319,264,2025-08-11,234,boleto,ano_novo
1320,661,2025-08-12,174,cartão,dia_pais
1321,790,2025-08-13,106,cartão,volta_as_aulas
1322,274,2025-08-14,141,boleto,dia_pais
1323,706,2025-08-15,148,cartão,ano_novo
1324,944,2025-08-16,121,boleto,sem_campanha
1325,172,2025-08-17,112,cartão,dia_maes
1326,265,2025-08-18,158,cartão,volta_as_aulas
1327,963,2025-08-19,100,cartão,sem_campanha
1328,822,2025-08-20,91,cartão,sem_campanha
1329,26,2025-08-21,65,cartão,dia_maes
1330,469,2025-08-22,174,cartão,dia_maes
1331,862,2025-08-23,167,cartão,sem_campanha
1332,476,2025-08-24,133,boleto,black_friday
1333,356,2025-08-25,199,cartão,sem_campanha
1334,26,2025-08-26,100,boleto,sem_campanha
1335,34,2025-08-27,169,cartão,sem_campanha
1336,264,2025-08-28,152,cartão,black_friday
1337,138,2025-08-29,112,cartão,dia_pais
1338,816,2025-08-30,125,cartão,dia_maes
1339,695,2025-08-31,121,cartão,ano_novo
1340,875,2025-09-01,162,cartão,sem_campanha
1341,754,2025-09-02,179,cartão,sem_campanha
1342,566,2025-09-03,128,cartão,ano_novo
1343,462,2025-09-04,114,cartão,ano_novo
1344,168,2025-09-05,156,pix,volta_as_aulas
1345,631,2025-09-06,67,cartão,natal
1346,655,2025-09-07,151,boleto,dia_pais
1347,81,2025-09-08,228,cartão,dia_maes
1348,757,2025-09-09,114,cartão,sem_campanha
1349,914,2025-09-10,141,cartão,ano_novo
1350,864,2025-09-11,201,cartão,dia_maes
1351,870,2025-09-12,187,boleto,volta_as_aulas
1352,407,2025-09-13,153,cartão,dia_maes
1353,574,2025-09-14,147,cartão,natal
1354,46,2025-09-15,88,cartão,sem_campanha
1355,599,2025-09-16,174,cartão,sem_campanha
1356,611,2025-09-17,82,boleto,black_friday
1357,807,2025-09-18,46,cartão,sem_campanha
1358,911,2025-09-19,200,cartão,volta_as_aulas
1359,53,2025-09-20,169,cartão,dia_pais
1360,984,2025-09-21,193,cartão,sem_campanha
1361,704,2025-09-22,113,cartão,dia_maes
1362,959,2025-09-23,173,cartão,black_friday
1363,476,2025-09-24,128,cartão,dia_maes
1364,592,2025-09-25,133,boleto,natal
1365,16,2025-09-26,198,cartão,black_friday
1366,360,2025-09-27,142,cartão,dia_pais
1367,487,2025-09-28,115,cartão,volta_as_aulas
1368,838,2025-09-29,81,cartão,sem_campanha
1369,706,2025-09-30,168,boleto,dia_pais
1370,502,2025-10-01,202,cartão,natal
1371,141,2025-10-02,110,pix,dia_maes
1372,620,2025-10-03,184,cartão,sem_campanha
1373,815,2025-10-04,102,cartão,dia_maes
1374,777,2025-10-05,187,cartão,sem_campanha
1375,447,2025-10-06,151,cartão,volta_as_aulas
1376,290,2025-10-07,163,cartão,sem_campanha
1377,209,2025-10-08,115,cartão,volta_as_aulas
1378,475,2025-10-09,167,cartão,natal
1379,413,2025-10-10,120,boleto,ano_novo
1380,677,2025-10-11,129,boleto,ano_novo
1381,427,2025-10-12,74,cartão,sem_campanha
1382,854,2025-10-13,111,cartão,volta_as_aulas
1383,371,2025-10-14,123,cartão,black_friday
1384,832,2025-10-15,165,boleto,sem_campanha
1385,664,2025-10-16,179,cartão,sem_campanha
1386,967,2025-10-17,119,cartão,sem_campanha
1387,290,2025-10-18,141,cartão,ano_novo
1388,432,2025-10-19,234,cartão,black_friday
1389,268,2025-10-20,156,boleto,natal
1390,151,2025-10-21,123,boleto,sem_campanha
1391,719,2025-10-22,66,cartão,sem_campanha
1392,255,2025-10-23,107,cartão,sem_campanha
1393,353,2025-10-24,105,cartão,ano_novo
1394,377,2025-10-25,248,cartão,sem_campanha
1395,653,2025-10-26,107,cartão,sem_campanha
1396,855,2025-10-27,152,cartão,ano_novo
1397,358,2025-10-28,168,boleto,sem_campanha
1398,608,2025-10-29,205,pix,natal
1399,941,2025-10-30,150,cartão,sem_campanha
1400,370,2025-10-31,124,cartão,sem_campanha
1401,227,2025-11-01,121,cartão,natal
1402,705,2025-11-02,167,boleto,sem_campanha
1403,303,2025-11-03,115,boleto,dia_pais
1404,826,2025-11-04,94,cartão,sem_campanha
1405,389,2025-11-05,124,boleto,sem_campanha
1406,377,2025-11-06,83,boleto,sem_campanha
1407,973,2025-11-07,242,cartão,sem_campanha
1408,118,2025-11-08,179,cartão,volta_as_aulas
1409,5,2025-11-09,231,cartão,black_friday
1410,444,2025-11-10,174,cartão,sem_campanha
1411,352,2025-11-11,226,cartão,volta_as_aulas
1412,755,2025-11-12,168,cartão,sem_campanha
1413,533,2025-11-13,186,cartão,natal
1414,664,2025-11-14,43,boleto,sem_campanha
1415,640,2025-11-15,104,cartão,volta_as_aulas
1416,124,2025-11-16,151,cartão,sem_campanha
1417,658,2025-11-17,153,cartão,sem_campanha
1418,277,2025-11-18,146,cartão,natal
1419,822,2025-11-19,172,cartão,ano_novo
1420,394,2025-11-20,174,cartão,sem_campanha
1421,664,2025-11-21,193,cartão,sem_campanha
1422,360,2025-11-22,183,boleto,volta_as_aulas
1423,623,2025-11-23,210,boleto,sem_campanha
1424,469,2025-11-24,210,boleto,dia_maes
1425,985,2025-11-25,158,cartão,dia_pais
1426,628,2025-11-26,254,cartão,sem_campanha
1427,700,2025-11-27,217,cartão,dia_maes
1428,57,2025-11-28,109,boleto,ano_novo
1429,251,2025-11-29,169,cartão,sem_campanha
1430,896,2025-11-30,57,boleto,sem_campanha
1431,919,2025-12-01,66,cartão,natal
1432,150,2025-12-02,125,boleto,sem_campanha
1433,452,2025-12-03,106,boleto,ano_novo
1434,162,2025-12-04,125,cartão,ano_novo
1435,120,2025-12-05,166,pix,sem_campanha
1436,582,2025-12-06,211,cartão,natal
1437,924,2025-12-07,208,pix,sem_campanha
1438,351,2025-12-08,170,boleto,sem_campanha
1439,99,2025-12-09,95,pix,sem_campanha
1440,167,2025-12-10,122,cartão,ano_novo
1441,810,2025-12-11,181,cartão,dia_pais
1442,663,2025-12-12,108,boleto,dia_pais
1443,838,2025-12-13,86,pix,sem_campanha
1444,976,2025-12-14,174,cartão,volta_as_aulas
1445,514,2025-12-15,147,cartão,dia_pais
1446,664,2025-12-16,139,cartão,sem_campanha
1447,401,2025-12-17,205,boleto,sem_campanha
1448,365,2025-12-18,204,boleto,black_friday
1449,577,2025-12-19,239,cartão,sem_campanha
1450,326,2025-12-20,117,cartão,black_friday
1451,581,2025-12-21,171,cartão,ano_novo
1452,633,2025-12-22,150,cartão,ano_novo
1453,621,2025-12-23,166,boleto,natal
1454,828,2025-12-24,93,cartão,sem_campanha
1455,247,2025-12-25,79,cartão,volta_as_aulas
1456,434,2025-12-26,147,boleto,natal
1457,93,2025-12-27,107,cartão,sem_campanha
1458,268,2025-12-28,196,cartão,sem_campanha
1459,615,2025-12-29,74,boleto,sem_campanha
1460,943,2025-12-30,79,cartão,volta_as_aulas
1461,963,2025-12-31,129,boleto,dia_maes
1462,624,2026-01-01,73,cartão,black_friday
1463,321,2026-01-02,233,boleto,sem_campanha
1464,923,2026-01-03,140,cartão,sem_campanha
1465,816,2026-01-04,119,cartão,sem_campanha
1466,856,2026-01-05,173,cartão,sem_campanha
1467,62,2026-01-06,194,pix,sem_campanha
1468,300,2026-01-07,160,pix,sem_campanha
1469,403,2026-01-08,146,cartão,volta_as_aulas
1470,955,2026-01-09,100,cartão,natal
1471,648,2026-01-10,181,cartão,natal
1472,567,2026-01-11,220,cartão,dia_pais
1473,620,2026-01-12,139,boleto,ano_novo
1474,303,2026-01-13,107,cartão,natal
1475,770,2026-01-14,159,boleto,dia_pais
1476,253,2026-01-15,150,boleto,dia_pais
1477,734,2026-01-16,89,cartão,black_friday
1478,478,2026-01-17,124,boleto,dia_pais
1479,369,2026-01-18,239,cartão,natal
1480,679,2026-01-19,82,cartão,volta_as_aulas
1481,941,2026-01-20,115,boleto,natal
1482,160,2026-01-21,102,cartão,sem_campanha
1483,961,2026-01-22,106,cartão,black_friday
1484,166,2026-01-23,127,pix,sem_campanha
1485,205,2026-01-24,172,cartão,ano_novo
1486,267,2026-01-25,215,cartão,volta_as_aulas
1487,138,2026-01-26,160,boleto,ano_novo
1488,368,2026-01-27,115,cartão,dia_pais
1489,443,2026-01-28,226,pix,natal
1490,858,2026-01-29,46,cartão,sem_campanha
1491,760,2026-01-30,183,cartão,sem_campanha
1492,567,2026-01-31,98,boleto,sem_campanha
1493,916,2026-02-01,147,cartão,sem_campanha
1494,721,2026-02-02,178,boleto,volta_as_aulas
1495,17,2026-02-03,69,pix,volta_as_aulas
1496,68,2026-02-04,157,boleto,sem_campanha
1497,133,2026-02-05,160,cartão,sem_campanha
1498,700,2026-02-06,223,cartão,dia_pais
1499,919,2026-02-07,285,pix,sem_campanha
1500,430,2026-02-08,72,cartão,dia_pais
1501,308,2026-02-09,220,cartão,ano_novo
1502,650,2026-02-10,148,cartão,sem_campanha
1503,174,2026-02-11,109,cartão,sem_campanha
1504,412,2026-02-12,168,cartão,sem_campanha
1505,97,2026-02-13,84,pix,dia_pais
1506,683,2026-02-14,87,cartão,dia_maes
1507,154,2026-02-15,63,cartão,black_friday
1508,695,2026-02-16,177,boleto,sem_campanha
1509,242,2026-02-17,166,cartão,ano_novo
1510,304,2026-02-18,109,boleto,ano_novo
1511,285,2026-02-19,226,cartão,volta_as_aulas
1512,27,2026-02-20,116,pix,volta_as_aulas
1513,402,2026-02-21,214,cartão,ano_novo
1514,360,2026-02-22,156,boleto,sem_campanha
1515,60,2026-02-23,116,cartão,black_friday
1516,202,2026-02-24,144,cartão,sem_campanha
1517,762,2026-02-25,87,cartão,dia_pais
1518,874,2026-02-26,160,pix,sem_campanha
1519,581,2026-02-27,151,cartão,sem_campanha
1520,970,2026-02-28,176,boleto,dia_pais
1521,370,2026-03-01,193,cartão,black_friday
1522,533,2026-03-02,155,cartão,dia_maes
1523,152,2026-03-03,76,cartão,dia_maes
1524,102,2026-03-04,196,boleto,sem_campanha
1525,899,2026-03-05,150,boleto,black_friday
1526,1000,2026-03-06,55,pix,black_friday
1527,607,2026-03-07,165,pix,sem_campanha
1528,446,2026-03-08,169,cartão,ano_novo
1529,873,2026-03-09,132,boleto,volta_as_aulas
1530,229,2026-03-10,140,cartão,ano_novo
1531,125,2026-03-11,120,boleto,sem_campanha
1532,770,2026-03-12,170,cartão,natal
1533,834,2026-03-13,156,boleto,ano_novo
1534,999,2026-03-14,104,cartão,sem_campanha
1535,881,2026-03-15,230,cartão,dia_pais
1536,938,2026-03-16,116,cartão,sem_campanha
1537,236,2026-03-17,14,cartão,sem_campanha
1538,162,2026-03-18,126,cartão,sem_campanha
1539,554,2026-03-19,201,boleto,sem_campanha
1540,788,2026-03-20,139,boleto,sem_campanha
1541,353,2026-03-21,68,cartão,sem_campanha
1542,68,2026-03-22,98,cartão,sem_campanha
1543,173,2026-03-23,95,cartão,volta_as_aulas
1544,843,2026-03-24,121,boleto,natal
1545,637,2026-03-25,136,cartão,dia_pais
1546,682,2026-03-26,174,cartão,dia_maes
1547,559,2026-03-27,156,cartão,dia_pais
1548,261,2026-03-28,158,cartão,volta_as_aulas
1549,217,2026-03-29,238,cartão,sem_campanha
1550,817,2026-03-30,193,cartão,sem_campanha
1551,124,2026-03-31,188,cartão,sem_campanha
1552,805,2026-04-01,59,cartão,sem_campanha
1553,162,2026-04-02,112,cartão,sem_campanha
1554,201,2026-04-03,70,cartão,sem_campanha
1555,454,2026-04-04,111,cartão,black_friday
1556,402,2026-04-05,189,cartão,volta_as_aulas
1557,462,2026-04-06,130,cartão,ano_novo
1558,275,2026-04-07,203,boleto,natal
1559,206,2026-04-08,184,cartão,sem_campanha
1560,40,2026-04-09,152,boleto,natal
1561,273,2026-04-10,204,cartão,dia_pais
1562,700,2026-04-11,218,cartão,black_friday
1563,867,2026-04-12,172,cartão,ano_novo
1564,93,2026-04-13,161,cartão,ano_novo
1565,42,2026-04-14,181,cartão,sem_campanha
1566,465,2026-04-15,79,boleto,dia_pais
1567,379,2026-04-16,144,boleto,ano_novo
1568,107,2026-04-17,148,cartão,sem_campanha
1569,328,2026-04-18,131,cartão,sem_campanha
1570,65,2026-04-19,110,cartão,dia_pais
1571,365,2026-04-20,199,cartão,black_friday
1572,821,2026-04-21,158,pix,black_friday
1573,484,2026-04-22,163,cartão,sem_campanha
1574,647,2026-04-23,221,pix,dia_pais
1575,901,2026-04-24,140,cartão,natal
1576,24,2026-04-25,130,cartão,natal
1577,540,2026-04-26,218,cartão,sem_campanha
1578,62,2026-04-27,75,cartão,ano_novo
1579,491,2026-04-28,152,cartão,ano_novo
1580,273,2026-04-29,113,cartão,sem_campanha
1581,229,2026-04-30,164,cartão,natal
1582,20,2026-05-01,178,cartão,dia_pais
1583,3,2026-05-02,181,cartão,dia_pais
1584,421,2026-05-03,201,cartão,dia_pais
1585,730,2026-05-04,137,boleto,sem_campanha
1586,911,2026-05-05,140,boleto,ano_novo
1587,307,2026-05-06,176,cartão,sem_campanha
1588,432,2026-05-07,194,cartão,dia_maes
1589,136,2026-05-08,84,cartão,dia_maes
1590,909,2026-05-09,165,boleto,dia_maes
1591,944,2026-05-10,130,cartão,sem_campanha
1592,515,2026-05-11,154,cartão,dia_pais
1593,193,2026-05-12,132,cartão,volta_as_aulas
1594,585,2026-05-13,113,boleto,sem_campanha
1595,415,2026-05-14,99,cartão,sem_campanha
1596,873,2026-05-15,142,cartão,natal
1597,118,2026-05-16,167,cartão,black_friday
1598,666,2026-05-17,119,cartão,natal
1599,209,2026-05-18,209,boleto,sem_campanha
1600,952,2026-05-19,272,cartão,natal
1601,34,2026-05-20,170,pix,ano_novo
1602,649,2026-05-21,147,cartão,ano_novo
1603,318,2026-05-22,104,cartão,dia_maes
1604,120,2026-05-23,168,boleto,black_friday
1605,627,2026-05-24,223,cartão,dia_pais
1606,525,2026-05-25,247,cartão,natal
1607,581,2026-05-26,219,cartão,natal
1608,937,2026-05-27,192,boleto,ano_novo
1609,845,2026-05-28,170,cartão,sem_campanha
1610,769,2026-05-29,97,boleto,black_friday
1611,89,2026-05-30,145,cartão,ano_novo
1612,512,2026-05-31,139,pix,dia_maes
1613,47,2026-06-01,145,cartão,sem_campanha
1614,772,2026-06-02,114,cartão,sem_campanha
1615,740,2026-06-03,187,cartão,sem_campanha
1616,959,2026-06-04,136,pix,dia_pais
1617,692,2026-06-05,132,boleto,ano_novo
1618,522,2026-06-06,114,cartão,sem_campanha
1619,284,2026-06-07,161,cartão,black_friday
1620,377,2026-06-08,224,cartão,sem_campanha
1621,638,2026-06-09,149,cartão,sem_campanha
1622,134,2026-06-10,164,cartão,dia_pais
1623,667,2026-06-11,246,cartão,volta_as_aulas
1624,248,2026-06-12,210,cartão,sem_campanha
1625,652,2026-06-13,179,cartão,black_friday
1626,318,2026-06-14,177,boleto,dia_pais
1627,436,2026-06-15,119,cartão,dia_maes
1628,176,2026-06-16,114,cartão,black_friday
1629,835,2026-06-17,157,cartão,natal
1630,686,2026-06-18,158,cartão,dia_pais
1631,993,2026-06-19,107,cartão,natal
1632,586,2026-06-20,185,cartão,sem_campanha
1633,351,2026-06-21,136,cartão,volta_as_aulas
1634,143,2026-06-22,206,cartão,black_friday
1635,967,2026-06-23,147,pix,dia_maes
1636,804,2026-06-24,142,cartão,black_friday
1637,398,2026-06-25,103,cartão,dia_pais
1638,624,2026-06-26,108,boleto,dia_maes
1639,718,2026-06-27,215,cartão,sem_campanha
1640,643,2026-06-28,163,cartão,dia_pais
1641,369,2026-06-29,169,cartão,dia_pais
1642,501,2026-06-30,230,cartão,sem_campanha
1643,622,2026-07-01,84,cartão,volta_as_aulas
1644,370,2026-07-02,183,cartão,ano_novo
1645,579,2026-07-03,70,boleto,sem_campanha
1646,382,2026-07-04,128,cartão,dia_maes
1647,86,2026-07-05,92,cartão,sem_campanha
1648,787,2026-07-06,192,cartão,sem_campanha
1649,739,2026-07-07,55,cartão,dia_maes
1650,460,2026-07-08,138,cartão,sem_campanha
1651,950,2026-07-09,92,boleto,sem_campanha
1652,325,2026-07-10,107,boleto,sem_campanha
1653,522,2026-07-11,114,cartão,sem_campanha
1654,489,2026-07-12,215,cartão,sem_campanha
1655,929,2026-07-13,133,boleto,black_friday
1656,397,2026-07-14,236,cartão,volta_as_aulas
1657,896,2026-07-15,246,cartão,dia_maes
1658,355,2026-07-16,255,cartão,dia_pais
1659,947,2026-07-17,147,pix,sem_campanha
1660,288,2026-07-18,160,cartão,black_friday
1661,459,2026-07-19,168,boleto,sem_campanha
1662,624,2026-07-20,131,cartão,natal
1663,998,2026-07-21,171,cartão,black_friday
1664,536,2026-07-22,103,cartão,ano_novo
1665,291,2026-07-23,56,cartão,natal
1666,851,2026-07-24,185,boleto,sem_campanha
1667,838,2026-07-25,132,cartão,dia_maes
1668,168,2026-07-26,101,cartão,natal
1669,950,2026-07-27,107,cartão,black_friday
1670,621,2026-07-28,225,cartão,dia_pais
1671,428,2026-07-29,173,cartão,black_friday
1672,702,2026-07-30,73,cartão,volta_as_aulas
1673,490,2026-07-31,90,cartão,ano_novo
1674,355,2026-08-01,135,pix,black_friday
1675,196,2026-08-02,173,cartão,dia_maes
1676,545,2026-08-03,110,boleto,sem_campanha
1677,717,2026-08-04,141,cartão,volta_as_aulas
1678,824,2026-08-05,155,cartão,volta_as_aulas
1679,932,2026-08-06,156,cartão,sem_campanha
1680,694,2026-08-07,30,boleto,sem_campanha
1681,659,2026-08-08,161,cartão,sem_campanha
1682,939,2026-08-09,63,boleto,sem_campanha
1683,780,2026-08-10,135,cartão,dia_maes
1684,11,2026-08-11,124,cartão,black_friday
1685,582,2026-08-12,96,cartão,dia_pais
1686,256,2026-08-13,192,cartão,sem_campanha
1687,396,2026-08-14,93,cartão,black_friday
1688,731,2026-08-15,123,boleto,ano_novo
1689,809,2026-08-16,193,boleto,sem_campanha
1690,409,2026-08-17,122,boleto,volta_as_aulas
1691,362,2026-08-18,112,boleto,dia_maes
